"code_iris","x","y"
"013890000","798228.5","2121392.5"
"013900000","827604.5","2095707.0"
"013910000","831503.5","2155894.5"
"013920000","850101.5","2146665.0"
"013930000","804765.0","2122383.0"
"013960000","837873.5","2100340.0"
"013970000","890523.5","2152872.0"
"013980000","795107.5","2113625.5"
"013990000","887781.0","2150662.0"
"014000000","846191.5","2093885.0"
"014010000","881241.5","2146667.0"
"014020000","802339.5","2169908.0"
"014030000","841326.0","2095037.0"
"014040000","840247.5","2132416.5"
"014050000","820123.0","2130107.0"
"014060000","809188.0","2163035.5"
"014070000","870461.5","2111291.0"
"014080000","837861.5","2141898.0"
"014090000","861580.5","2115827.5"
"014100000","844127.5","2140884.0"
"014110000","840600.0","2102571.0"
"014120000","802551.0","2133678.0"
"014130000","867955.5","2120408.0"
"014140000","856855.0","2108707.0"
"014150000","862644.0","2101481.0"
"014160000","846466.5","2107416.0"
"014170000","852504.5","2103991.0"
"014180000","808449.5","2094440.0"
"014190000","879973.5","2144727.0"
"014200000","789909.0","2132954.0"
"014210000","838019.0","2106709.0"
"014220000","829507.5","2130435.5"
"014230000","793212.0","2109792.5"
"014240000","803859.5","2100500.0"
"014250000","826401.0","2125467.0"
"014260000","832354.0","2146045.5"
"014270101","787883.0","2107858.5"
"014270102","789875.5","2106803.5"
"014280000","795386.0","2126975.5"
"014290000","811504.5","2138782.0"
"014300000","828618.5","2120323.5"
"014310000","834592.5","2106557.5"
"014320000","831655.5","2154018.0"
"014330000","812397.5","2168896.5"
"014340000","815307.0","2113549.0"
"014350000","889874.5","2151278.0"
"014360000","888358.5","2158299.0"
"014370000","806685.0","2167330.5"
"014390000","794433.0","2154144.5"
"014410000","848887.0","2125227.0"
"014420000","860175.5","2104434.0"
"014430000","809822.5","2114696.5"
"014440000","841678.0","2099207.0"
"014450000","828481.5","2153451.0"
"014460000","795378.5","2117998.5"
"014470000","835929.5","2137258.5"
"014480000","864650.5","2127453.5"
"014490000","825976.0","2116702.5"
"014500000","824078.5","2107348.0"
"014510101","822749.5","2143311.5"
"014510102","821987.5","2141580.5"
"014520000","856456.0","2099369.5"
"014530000","863537.5","2106343.5"
"014540000","862914.0","2086543.5"
"014560000","863307.5","2095887.5"
"014570000","804986.0","2138265.0"
"020010000","661201.5","2511745.5"
"020020000","676625.0","2522354.0"
"020030000","678718.5","2483902.0"
"020040000","717490.5","2525691.0"
"020050000","718398.0","2489880.5"
"020060000","684517.0","2548933.5"
"020070000","707687.5","2499789.0"
"020080000","685396.0","2493933.5"
"020090000","674467.5","2530617.5"
"020100000","681462.5","2496891.5"
"020110000","660438.0","2486634.0"
"020120000","677797.0","2481082.0"
"020130000","714948.0","2501232.0"
"020140000","670116.0","2513111.0"
"020150000","663440.0","2469435.5"
"020160000","674632.5","2516678.5"
"020170000","678542.0","2522792.5"
"020180000","679118.5","2501418.5"
"020190000","660626.0","2524264.5"
"020200000","735480.0","2544789.0"
"020210000","728495.0","2528984.0"
"020220000","683118.5","2473732.5"
"020230000","676989.5","2464432.0"
"020240000","703542.5","2501094.5"
"020250000","661979.5","2529846.0"
"020260000","688562.5","2437474.0"
"020270000","688013.5","2520879.5"
"020280000","698033.5","2509534.0"
"020290000","658817.0","2540207.0"
"020300000","666393.0","2559127.0"
"020310000","733725.0","2538130.0"
"020320000","656258.5","2530911.5"
"020330000","705568.0","2500692.0"
"020340000","657279.0","2498117.5"
"020350000","693210.5","2541688.0"
"020360000","685498.0","2483193.5"
"020370000","692185.0","2514553.0"
"020380000","736147.0","2530861.5"
"020390000","705223.0","2524027.0"
"020400000","709403.0","2545487.0"
"020410000","665227.0","2510482.0"
"020420000","674759.5","2445821.5"
"020430000","668311.0","2496219.5"
"020440000","722663.0","2535014.0"
"020460000","695793.0","2514643.0"
"020470000","694575.5","2517411.5"
"020480000","698047.5","2519874.5"
"020490000","672032.0","2509834.0"
"020500000","701542.0","2561102.0"
"020510000","689327.0","2455368.0"
"020520000","675831.5","2504466.0"
"020530000","693001.0","2444062.5"
"020540000","693291.0","2478697.5"
"020550000","730837.0","2537296.5"
"020560000","657459.5","2521490.5"
"020570000","671480.5","2556033.0"
"020580000","703396.5","2490098.5"
"020590000","672277.5","2517144.5"
"020600000","655185.5","2537645.5"
"020610000","680476.5","2558160.0"
"020620000","670687.5","2454026.0"
"020630000","665188.5","2547929.0"
"020640000","673265.0","2485151.0"
"020650000","664081.0","2551674.5"
"020660000","670056.0","2529201.5"
"020670000","698796.5","2560192.5"
"020680000","702430.5","2532379.5"
"020690000","728226.5","2519893.0"
"020700000","682505.0","2543539.0"
"020710000","659212.5","2490799.5"
"020720000","709979.0","2499447.5"
"020730000","713150.5","2491124.5"
"020740000","676829.5","2515129.0"
"020750000","674766.5","2531852.0"
"020760000","721693.0","2490214.0"
"020770000","669903.0","2480280.5"
"020780000","660072.5","2504499.5"
"020790000","728199.0","2537501.5"
"020800000","689819.0","2511189.0"
"020810000","657920.0","2514806.0"
"020820000","678898.0","2470181.0"
"020830000","684134.0","2459516.0"
"020840000","665165.5","2446233.5"
"020850000","678291.5","2456813.5"
"020860000","663494.0","2509434.5"
"020870000","667981.0","2494813.5"
"020880000","699893.0","2500301.5"
"020890000","675526.5","2484717.0"
"020900000","670282.5","2469940.5"
"020910000","697012.0","2483048.0"
"020930000","658893.0","2501719.0"
"020940000","682411.5","2448115.5"
"020950000","680968.5","2555312.5"
"020960000","695272.0","2527551.5"
"020970000","717088.5","2515818.0"
"020980000","674019.5","2445983.0"
"020990000","672478.0","2458838.5"
"021000000","663301.5","2555212.5"
"021010000","710410.0","2527899.0"
"021020000","703314.0","2496858.0"
"021030000","698783.0","2557975.0"
"021040000","709756.5","2487744.5"
"021050000","671856.0","2452497.0"
"021060000","695882.5","2490374.5"
"021070000","659498.5","2505252.5"
"021080000","687139.0","2504097.0"
"021090000","716862.0","2543147.0"
"021100000","687208.5","2484129.5"
"021110000","678009.0","2502743.5"
"021120000","676045.0","2554242.5"
"021140000","679170.0","2451625.0"
"021150000","692405.0","2494036.0"
"021160000","717259.5","2531186.5"
"021170000","658069.5","2531095.5"
"021180000","675550.0","2492151.0"
"021190000","679561.5","2460795.0"
"021200000","687918.5","2486423.0"
"021210000","674031.0","2465453.5"
"021220000","682197.0","2511958.5"
"021230000","677103.5","2525564.0"
"021240000","676834.0","2528149.0"
"021250000","659613.0","2457480.0"
"021260000","733515.5","2531783.0"
"021270000","680816.0","2467413.5"
"021280000","696633.5","2503153.5"
"021290000","689626.5","2474261.5"
"021300000","726505.5","2542197.5"
"021310000","676827.5","2488589.0"
"021320000","683716.0","2509815.5"
"021330000","713311.5","2518073.5"
"021340000","723660.0","2547092.5"
"021350000","707839.5","2552335.5"
"021360000","713832.5","2531529.5"
"021370000","666786.5","2453387.0"
"021380000","673661.5","2479452.0"
"021390000","656856.0","2513655.5"
"021400000","657090.0","2503259.5"
"021410000","713345.0","2553800.5"
"021420000","666382.0","2534434.5"
"021430000","665072.0","2556464.0"
"021440000","655536.5","2541194.5"
"021450000","660271.0","2516073.0"
"021460000","690297.5","2447145.5"
"021470000","683147.0","2429034.5"
"021480000","682328.5","2491455.0"
"021490000","671927.0","2530392.5"
"021500000","697515.0","2495476.0"
"021510000","687610.0","2509790.5"
"021520000","685923.0","2481574.5"
"021530000","684140.5","2507231.0"
"021540000","677148.5","2478683.5"
"021550000","686054.0","2501919.0"
"021560000","694725.5","2519910.0"
"021570000","696626.5","2512102.5"
"021580000","696805.5","2498061.0"
"021590000","666707.0","2504940.5"
"021600000","718950.0","2524185.0"
"021610000","695825.5","2448044.0"
"021620000","676137.0","2439542.5"
"021630000","670096.5","2443683.0"
"021640000","688244.5","2457631.0"
"021650000","675672.0","2517779.5"
"021660000","685258.5","2455258.5"
"021670000","684866.5","2487314.0"
"021680101","678033.0","2449964.5"
"021680201","677787.5","2451118.0"
"021680301","677370.5","2449133.5"
"021680401","676207.5","2449992.0"
"021680501","676983.0","2450781.0"
"021680601","676236.0","2450881.0"
"021680701","675737.0","2452518.5"
"021690000","698281.5","2530423.0"
"021700000","677928.5","2533689.0"
"021710000","705445.5","2489744.5"
"021720000","666529.0","2479992.0"
"021730101","662624.0","2514878.5"
"021730201","664255.0","2512636.0"
"021730301","664257.0","2515166.5"
"021740000","685520.5","2498518.5"
"021750000","670618.5","2492153.0"
"021760000","688981.5","2490759.0"
"021770000","697961.5","2502777.5"
"021780000","700333.0","2497167.0"
"021790000","692616.0","2473521.0"
"021800000","690491.5","2517520.0"
"021810000","727472.0","2526742.5"
"021820000","700972.0","2536780.0"
"021830000","691327.0","2497708.5"
"021840000","690018.0","2530603.0"
"021850000","659900.0","2458846.5"
"021860000","676998.5","2443560.0"
"021870000","680155.0","2448853.0"
"021880000","703238.5","2549018.5"
"021890000","710002.0","2515343.0"
"021900000","679937.0","2490270.5"
"021910000","690367.0","2504735.0"
"021920000","666091.5","2469006.0"
"021930000","692370.5","2463861.5"
"021940000","708610.0","2528879.5"
"021950000","682138.5","2486350.0"
"021960000","689005.0","2507074.0"
"021970000","719000.5","2553764.5"
"021980000","674719.0","2492702.5"
"021990000","664317.5","2528407.5"
"022000000","716236.5","2519352.5"
"022010000","659150.0","2481041.5"
"022030000","680032.0","2462445.0"
"022040000","726815.5","2534344.5"
"022050000","693704.5","2497702.5"
"022060000","699012.5","2540977.0"
"022070000","658731.5","2516364.0"
"022080000","705086.0","2487730.0"
"022090000","689599.0","2445346.0"
"022100000","682228.5","2489921.5"
"022110000","716789.5","2491996.0"
"022120000","668004.5","2515551.0"
"022130000","687460.0","2449283.5"
"022140000","664723.5","2533210.5"
"022150000","708023.0","2497000.5"
"022160000","662576.0","2473135.5"
"022170000","671116.5","2502325.5"
"022180000","704608.0","2507486.0"
"022190000","672796.5","2505399.5"
"022200000","693841.0","2467174.5"
"022210000","668674.0","2448431.0"
"022220000","680936.0","2520957.0"
"022230000","686130.0","2444799.5"
"022240000","690128.0","2483917.5"
"022250000","667537.5","2457872.0"
"022260000","670056.5","2483547.5"
"022270000","690193.0","2461067.0"
"022280000","688094.5","2453329.5"
"022290000","705737.5","2502957.0"
"022300000","683576.5","2482334.0"
"022310000","685201.0","2517250.0"
"022320000","649659.5","2468023.0"
"022330000","681550.5","2470467.0"
"022340000","705829.0","2495606.5"
"022350000","704481.0","2492918.0"
"022360000","670897.0","2499050.0"
"022370000","692591.5","2522533.5"
"022380000","684863.5","2513035.0"
"022390000","686348.0","2449805.0"
"022400000","676046.5","2548996.5"
"022410000","674003.5","2462815.5"
"022420000","666691.5","2442496.0"
"022430000","674962.0","2490458.5"
"022440000","702012.5","2549105.5"
"022450000","671414.0","2490573.0"
"022460000","658896.0","2523966.5"
"022480000","707173.5","2521750.0"
"022490000","683992.5","2477364.0"
"022500000","703605.0","2489196.0"
"022510000","727554.0","2531367.5"
"022520000","699335.0","2490222.5"
"022530000","665975.5","2492025.5"
"022540000","662161.0","2483383.5"
"022550000","689749.5","2488076.0"
"022560000","723108.0","2531528.0"
"022570000","664508.0","2536840.0"
"022580000","661039.0","2461243.5"
"022590000","659077.5","2471754.0"
"022600000","677125.0","2519259.0"
"022610000","697315.5","2524830.5"
"022620000","673811.5","2514928.5"
"022630000","692932.0","2485386.5"
"022640000","721515.0","2517876.0"
"022650000","730212.5","2531411.5"
"022660000","726330.5","2527262.0"
"022670000","664005.0","2481921.0"
"022680000","668361.0","2446743.5"
"022690000","698066.5","2553006.5"
"022700000","657186.0","2533505.0"
"022710000","694972.5","2472421.0"
"022720000","676457.0","2475719.5"
"022730000","657462.0","2528625.0"
"022740000","712032.5","2521224.0"
"022750000","718739.5","2548217.5"
"022760000","705811.0","2548642.0"
"022770000","666754.5","2496962.5"
"022780000","724781.5","2544604.0"
"022790000","674512.5","2456512.5"
"022800000","681939.5","2456626.5"
"022810000","681355.5","2433951.0"
"022820000","701631.0","2506892.0"
"022830000","698911.5","2527100.0"
"022840000","708086.0","2548159.0"
"022860000","702112.0","2554415.5"
"022870000","667573.0","2531246.0"
"022880000","674255.5","2545164.5"
"022890000","679089.5","2441549.0"
"022900000","673608.0","2448795.0"
"022910000","667788.0","2552894.5"
"022920000","679134.5","2448757.5"
"022930000","680179.5","2548802.0"
"022940000","690172.0","2502941.0"
"022950000","715370.0","2546133.0"
"022960000","659075.0","2537426.5"
"022970000","674184.5","2454305.5"
"022980000","694662.0","2556592.0"
"022990000","723563.0","2496907.0"
"023010000","682105.0","2504344.0"
"023020000","661666.5","2470040.5"
"023030000","665995.0","2541986.0"
"023040000","674647.0","2519535.5"
"023050000","685864.5","2465642.5"
"023060000","687762.5","2528375.5"
"023070000","658938.0","2464191.5"
"023080000","697602.0","2562143.5"
"023090000","703219.5","2504092.5"
"023100000","679738.0","2545122.5"
"023110000","688688.5","2495669.0"
"023120000","713760.5","2557416.0"
"023130000","696252.5","2544191.0"
"023150000","661813.5","2523851.5"
"023160000","659647.0","2474768.0"
"023170000","659141.5","2533941.0"
"023180000","669044.5","2506282.5"
"023190000","676212.0","2545313.0"
"023200000","663126.0","2535063.0"
"023210000","713299.5","2540573.0"
"023220000","670357.0","2537903.0"
"023230000","674237.5","2548289.0"
"023240000","708524.0","2560353.0"
"023250000","685084.5","2436665.5"
"023260000","662254.0","2490715.5"
"023270000","654691.5","2534582.0"
"023280000","683787.5","2450000.0"
"023290000","681027.0","2513927.0"
"023300000","664331.5","2540263.5"
"023310000","705267.0","2536748.5"
"023320000","688640.0","2461441.5"
"023330000","674698.5","2506608.5"
"023340000","677664.5","2551577.0"
"023350000","678993.0","2515227.0"
"023360000","665066.0","2521173.5"
"023370000","713062.5","2550778.0"
"023380000","699964.0","2521138.0"
"023390000","661376.5","2453871.0"
"023400101","667926.0","2537213.5"
"023400201","668025.0","2536828.0"
"023400301","669055.0","2536233.5"
"023410000","710674.0","2536581.0"
"023420000","714530.0","2549763.5"
"023430000","656539.0","2535501.0"
"023440000","710621.0","2489592.0"
